onu_id,fiber_length_km,split_ratio,network_load,packet_size_bytes,packets_per_sec,traffic_rate_mbps,buffer_occupancy,bandwidth_allocated_mbps,queue_delay_ms,latency_ms,jitter_ms,received_power_dbm,snr_db,ber,traffic_type,congestion,fault_event
10,15.12,32,0.875,576.23,230.13,1.84,29.09,2.377,4.572,7.884,0.797,-16.658,20.342,0.001900095841210519,web,1,0
29,17.87,32,0.646,1340.04,230.45,6.111,47.14,7.14,3.708,4.07,0.439,-15.322,17.991,0.004389035833619512,video,0,0
8,5.82,32,0.454,946.11,256.5,2.677,19.9,3.289,3.946,6.387,0.289,-15.954,27.322,0.00021352364053190046,web,0,0
30,17.37,32,0.752,754.24,148.84,4.192,54.4,4.963,4.882,7.673,0.907,-22.494,24.816,0.0005742194254460053,web,0,0
10,11.77,32,0.252,872.08,180.26,4.158,29.41,5.755,2.639,6.843,0.188,-18.241,25.286,0.00034585638575398194,web,0,0
26,15.48,32,0.91,947.64,294.62,6.076,76.5,9.499,5.571,9.936,0.701,-19.464,16.595,0.008905747318544217,video,0,0
28,14.35,32,0.49,619.27,178.59,3.007,36.08,4.263,4.235,6.877,0.816,-17.837,23.577,0.0007855206103581607,web,1,0
8,18.71,32,0.797,350.54,115.3,1.474,17.28,1.584,2.992,5.265,0.281,-18.317,17.856,0.003752771236345387,iot,0,0
30,7.86,32,0.914,468.61,245.59,4.503,48.94,5.063,4.612,7.467,0.547,-19.666,26.185,0.0003567694490859783,gaming,0,0
15,8.49,32,0.718,1220.09,264.6,5.412,63.09,6.028,3.605,5.575,0.77,-18.057,24.843,0.0004482832561862811,video,0,0
12,19.61,32,0.641,240.27,105.56,2.187,29.84,3.137,4.18,8.507,0.753,-19.939,20.323,0.002431034334264789,iot,0,0
10,9.69,32,0.435,969.87,182.06,2.724,22.21,4.315,0.963,2.405,0.278,-19.235,25.755,0.00040674843994228645,web,0,0
32,11.6,32,0.659,548.45,335.24,4.808,21.44,6.714,2.706,5.173,0.432,-18.695,21.582,0.0013484866433457923,video,0,0
7,8.24,32,0.306,722.17,171.35,6.152,47.13,9.426,2.844,3.884,0.589,-19.318,20.879,0.0012144214923577275,web,0,0
14,19.13,32,0.22,843.03,184.91,3.739,29.17,3.411,2.851,4.418,0.594,-19.589,26.542,0.00030197544248622074,web,0,0
8,13.9,32,0.58,1063.65,376.71,5.196,47.42,4.737,5.866,10.008,0.919,-19.857,24.85,0.0004893488426702925,video,0,0
21,16.2,32,0.222,747.43,158.97,2.651,26.05,3.368,6.095,10.14,0.676,-17.031,21.731,0.0012087550214177419,web,0,0
1,11.16,32,0.434,854.08,264.13,3.219,31.2,3.813,3.946,7.176,0.557,-17.33,27.113,0.0002899444263748224,gaming,0,0
7,5.94,32,0.704,510.11,175.53,3.465,45.15,4.679,3.381,5.429,0.492,-17.526,28.325,0.00011154420129072279,gaming,0,0
20,9.21,32,0.594,1161.95,343.27,7.577,69.6,8.469,3.923,7.241,0.651,-20.642,25.571,0.0003485338851606627,video,0,0
9,16.5,32,0.632,637.43,193.78,4.205,34.42,6.459,5.489,8.171,0.682,-18.643,25.232,0.00034357681116543577,web,0,0
22,15.26,32,0.851,157.16,188.41,1.874,33.49,2.151,4.265,5.623,0.592,-20.126,19.301,0.003665261965588932,iot,0,0
21,14.26,32,0.874,1086.27,296.64,6.223,55.0,8.101,5.428,7.556,1.106,-22.025,23.759,0.0006419529265833333,video,0,0
9,13.56,32,0.68,889.07,240.98,3.318,48.61,4.44,4.358,8.044,0.831,-21.667,24.908,0.00034762837814616385,web,0,0
23,16.36,32,0.911,914.96,178.73,4.964,54.05,6.486,5.838,10.117,0.865,-23.911,19.64,0.0033206648365228775,web,1,0
2,17.47,32,0.265,366.23,102.75,1.129,9.53,1.173,2.523,3.702,0.357,-18.649,23.695,0.0006173920824043727,iot,0,0
30,8.48,32,0.792,594.71,151.84,1.286,31.69,0.67,3.615,6.442,1.142,-16.134,22.449,0.001290616848745967,iot,0,0
29,12.35,32,0.861,570.22,300.18,5.145,46.29,5.717,3.628,4.799,0.554,-18.905,25.084,0.000593332333618396,web,0,0
22,11.23,32,0.418,468.27,238.74,3.611,27.27,4.4,5.453,8.25,0.805,-19.219,23.021,0.0006166635701295491,gaming,0,0
12,18.02,32,0.609,688.91,231.56,2.579,26.57,3.379,3.432,6.738,0.146,-18.557,22.527,0.0007084579470767076,web,0,0
13,11.67,32,0.796,941.89,373.43,4.503,33.07,4.536,4.392,7.089,0.729,-18.644,21.724,0.00128638695936586,video,0,0
13,13.7,32,0.309,746.21,211.31,2.365,18.15,2.783,3.553,5.085,0.579,-15.687,23.458,0.0007513674671173023,web,0,0
9,14.69,32,0.571,1016.81,265.49,4.271,46.4,4.926,5.208,8.144,0.738,-18.142,23.59,0.0005356685837983703,video,0,0
18,11.35,32,0.632,646.29,247.43,3.09,24.21,3.03,3.746,7.508,0.686,-20.215,23.785,0.0005870751052648355,gaming,0,0
17,14.59,32,0.258,890.56,174.08,3.147,39.55,4.75,5.23,8.006,0.751,-19.15,24.367,0.0003453888410251158,gaming,0,0
4,4.38,32,0.568,1263.95,248.17,6.319,60.32,7.615,5.91,8.604,0.904,-19.212,27.237,0.0002904197450848226,video,0,0
31,8.18,32,0.623,801.86,167.57,4.656,34.87,6.793,2.712,4.658,0.537,-15.34,28.567,0.00015809233157735,video,0,0
16,12.59,32,0.769,765.2,229.1,3.518,54.07,3.266,4.04,6.978,0.857,-21.636,18.968,0.0035138320772009836,gaming,0,0
27,6.83,32,0.782,556.72,150.69,1.515,37.41,1.954,4.459,5.544,0.988,-16.135,23.253,0.000757293400417897,iot,0,0
26,12.59,32,0.812,814.5,163.98,4.293,28.81,4.417,3.599,3.898,0.529,-19.066,22.258,0.0008685160760613784,web,0,0
18,5.2,32,0.597,1034.07,273.5,4.519,41.33,6.103,5.984,8.917,0.768,-19.399,25.958,0.0003467036815084945,web,1,0
16,8.61,32,0.868,1073.15,254.83,4.007,48.15,6.491,4.491,4.803,0.792,-20.743,25.222,0.00040995831601646254,web,0,0
22,18.96,32,0.352,783.3,175.97,2.259,27.31,2.362,3.349,5.393,0.56,-21.423,23.461,0.0006703030574128239,web,0,0
9,2.89,32,0.633,1107.18,147.59,5.075,38.78,7.385,5.169,6.039,1.036,-16.637,25.522,0.0004276990821413013,video,0,0
12,15.18,32,0.734,797.47,248.86,1.473,31.21,0.99,4.493,8.193,0.674,-22.354,27.03,0.00024286110510667397,web,1,0
7,14.58,32,0.881,350.98,238.24,2.39,48.55,3.089,4.587,7.965,0.891,-21.721,24.685,0.0005124634767308896,web,0,0
10,14.02,32,0.411,469.94,238.14,3.938,48.56,3.42,2.464,4.191,0.364,-17.611,22.033,0.0012681194332604276,web,0,0
8,13.87,32,0.484,356.25,367.72,4.38,63.7,6.043,3.673,7.918,0.754,-19.649,24.806,0.0003891484726180419,gaming,0,0
27,19.47,32,0.44,801.49,346.86,5.446,50.75,7.084,4.477,8.461,0.849,-16.704,24.633,0.0003704982238570181,video,0,0
22,9.6,32,0.671,261.41,117.5,1.511,32.3,1.902,4.53,9.058,0.628,-18.885,26.021,0.00025059039713078363,iot,0,0
27,18.67,32,0.329,143.05,139.24,0.276,8.26,1.109,2.587,5.979,0.323,-18.027,23.518,0.0006695870733681251,iot,0,0
16,17.74,32,0.762,918.25,219.8,3.754,52.29,5.427,3.469,5.198,0.547,-20.252,23.451,0.0008421450437166988,web,0,0
2,17.26,32,0.717,1094.48,237.89,3.737,43.64,3.515,3.959,9.126,0.651,-22.433,26.116,0.00033245222085130627,video,0,0
18,3.77,32,0.736,447.55,237.61,2.794,34.07,3.161,3.853,3.889,0.624,-19.876,26.234,0.00033471314147892026,gaming,0,0
3,3.88,32,0.333,616.12,162.08,4.143,37.45,4.775,3.541,6.231,0.501,-16.124,24.425,0.0006006953147915015,web,0,0
31,9.27,32,0.249,929.19,259.48,3.786,34.44,3.735,2.916,6.518,0.678,-19.337,25.119,0.0003762918076580699,video,0,0
28,10.79,32,0.935,946.33,288.04,3.662,44.14,3.489,3.87,6.714,0.459,-18.724,24.689,0.0006981981686075405,web,0,0
19,19.0,32,0.463,765.57,174.65,8.954,57.77,11.288,3.636,7.311,0.691,-22.407,22.951,0.0007337400659201933,video,0,0
18,15.69,32,0.454,607.65,309.89,3.46,34.91,4.399,1.801,5.398,0.01,-18.43,23.124,0.0006419968520706908,gaming,0,0
32,15.56,32,0.793,471.19,128.8,1.543,35.05,2.596,4.92,6.727,0.535,-21.05,20.513,0.002121747581991974,iot,0,0
21,3.26,32,0.651,1101.0,215.2,6.587,58.6,9.088,3.588,3.731,0.251,-17.513,22.318,0.0011453988979515067,video,0,0
32,17.95,32,0.654,795.55,199.9,3.771,50.14,4.815,5.821,9.737,0.829,-22.856,20.141,0.001991793706717378,web,0,0
9,15.66,32,0.648,692.21,170.76,4.119,52.15,4.891,4.668,8.457,0.709,-18.847,20.719,0.002263522724409821,gaming,0,0
1,1.9,32,0.507,727.65,77.83,1.499,0.0,1.415,4.944,8.259,0.642,-18.396,23.42,0.0006770971084327272,web,0,0
12,17.54,32,0.834,444.99,118.42,2.306,56.79,2.101,6.237,10.424,1.055,-22.359,21.787,0.0018327402918007017,iot,0,0
1,16.85,32,0.278,963.32,275.09,3.022,26.66,3.916,3.323,7.281,0.641,-21.486,23.461,0.000653883281827838,web,0,0
13,5.82,32,0.22,116.4,194.75,3.692,40.37,3.928,2.793,5.228,0.503,-14.848,26.871,0.00025347856239904537,web,0,0
7,17.97,32,0.815,68.29,107.94,1.709,18.08,1.307,3.78,6.426,0.707,-20.468,18.697,0.0035827359621427883,iot,0,0
13,11.81,32,0.521,1069.01,232.71,6.451,42.43,9.082,4.03,6.376,0.428,-15.898,25.048,0.0004410835831953386,video,0,0
29,5.73,32,0.692,976.62,206.86,3.192,25.04,3.294,3.973,3.789,0.688,-18.408,23.115,0.0010009414241752795,web,0,0
17,5.42,32,0.232,1062.25,205.86,6.367,45.64,8.733,3.211,5.915,0.521,-15.942,27.36,0.00013791859259369,video,0,0
28,7.17,32,0.216,677.22,251.79,3.046,23.14,4.879,2.42,2.585,0.221,-19.355,25.051,0.00026219357322396594,gaming,0,0
12,13.51,32,0.386,829.03,173.43,3.083,26.07,3.751,2.554,5.659,0.381,-19.474,23.313,0.0008696326764499802,web,0,0
11,16.86,32,0.864,1299.96,283.68,5.06,52.93,7.894,3.495,4.809,0.793,-20.823,22.477,0.0012527068527344854,video,0,0
21,16.64,32,0.545,634.67,224.22,3.061,29.9,4.897,1.868,4.686,0.397,-19.717,21.756,0.0013395213049299706,web,0,0
1,11.61,32,0.941,503.03,294.16,5.012,46.68,4.712,4.954,7.708,0.828,-18.532,23.796,0.0009611126357296843,gaming,0,0
26,17.34,32,0.386,578.81,244.61,4.64,46.56,5.774,4.253,4.647,0.657,-18.285,25.038,0.00040889872955747535,gaming,0,0
10,3.85,32,0.729,410.87,166.98,4.338,44.36,6.637,3.757,7.66,0.727,-17.333,27.854,0.00016248719267033957,web,0,0
1,9.48,32,0.503,543.6,32.56,1.358,47.28,1.343,5.236,7.381,1.116,-18.33,22.875,0.0007505182422521735,iot,0,0
14,19.13,32,0.682,1076.3,270.78,5.604,54.05,6.071,5.666,9.629,0.914,-19.689,27.091,0.00016401940139075186,video,1,0
22,14.89,32,0.827,407.42,148.54,1.298,28.36,1.314,3.402,3.988,0.63,-18.246,20.144,0.002924643631423203,iot,0,0
31,1.01,32,0.925,181.7,116.34,0.271,28.01,0.12,4.696,7.476,1.053,-19.639,26.047,0.00040011282496105335,iot,0,0
31,17.26,32,0.581,613.16,348.46,5.121,43.87,6.595,5.508,4.712,1.041,-18.088,23.813,0.0007249601027855208,video,0,0
6,13.16,32,0.693,801.16,277.73,5.506,59.24,5.868,5.985,9.299,0.771,-19.975,20.226,0.0019003884058793501,video,0,0
26,9.08,32,0.52,801.71,209.3,4.972,31.82,5.563,2.079,4.231,0.159,-13.81,26.255,0.00031283191254992816,gaming,0,0
25,2.48,32,0.245,368.74,119.14,1.801,17.75,2.968,2.397,2.012,0.228,-17.961,23.432,0.0007794567258385634,iot,0,0
27,6.06,32,0.696,484.44,165.93,2.479,28.78,3.41,4.052,7.714,0.945,-17.436,21.324,0.0019027832737302873,web,0,0
13,7.83,32,0.407,1166.97,281.33,6.165,45.67,9.313,3.444,6.594,0.635,-16.377,30.351,5.960089092456289e-05,video,0,0
2,12.68,32,0.473,512.29,111.96,0.548,29.99,0.423,0.687,2.785,0.458,-19.808,21.818,0.001284169032375434,iot,0,0
8,15.99,32,0.414,358.06,87.7,0.894,12.54,0.811,1.28,2.424,0.226,-21.223,27.789,0.00016177923545505617,iot,0,0
13,19.93,32,0.787,669.61,204.36,3.843,54.19,5.379,3.885,5.813,0.747,-20.256,19.281,0.0038747374883561993,gaming,0,0
15,3.59,32,0.492,155.09,71.28,0.866,2.27,0.229,1.007,3.164,0.375,-16.378,27.009,0.00028496347343534367,iot,0,0
30,2.58,32,0.308,293.58,142.46,1.473,5.13,2.082,2.427,5.6,0.097,-17.604,28.95,0.00010911545449016705,iot,0,0
3,7.11,32,0.228,793.19,149.15,2.801,11.57,3.18,2.726,2.069,0.624,-19.315,26.847,0.0002565914178505765,web,0,0
17,13.82,32,0.468,281.42,138.8,1.404,14.57,1.052,2.923,6.361,0.478,-16.265,20.561,0.002322023279359776,iot,0,0
2,15.57,32,0.456,780.53,216.81,2.393,23.11,2.815,3.021,2.98,0.146,-19.126,21.88,0.0012197581425097072,web,0,0
6,1.6,32,0.794,115.94,137.07,1.489,10.1,2.366,3.033,7.949,0.467,-20.323,22.793,0.0012813619516682778,iot,0,0
27,5.98,32,0.238,432.67,72.91,1.703,6.55,2.707,2.74,5.783,0.347,-14.631,23.05,0.0006577736381915984,iot,0,0
22,18.69,32,0.762,827.49,248.73,2.611,45.91,2.595,3.401,5.986,0.751,-17.74,21.343,0.0020449199511687784,web,0,0
19,16.26,32,0.355,963.43,281.94,0.802,3.51,0.412,0.998,1.851,0.433,-19.905,22.277,0.0010896134362080383,web,0,0
14,4.81,32,0.247,722.18,273.19,5.272,46.11,5.733,5.276,5.972,0.555,-18.737,27.336,0.00024093564535090158,video,0,0
3,5.43,32,0.243,912.38,156.26,2.574,36.31,3.681,1.433,4.366,0.558,-14.807,26.173,0.0002196424043787628,web,0,0
21,1.8,32,0.472,1099.26,369.54,6.384,52.87,7.776,4.636,8.025,0.512,-19.413,26.85,0.0002949246144372221,video,0,0
11,2.71,32,0.943,335.85,102.0,1.608,28.12,1.581,3.789,6.848,0.662,-19.159,24.83,0.0005066765303298028,iot,0,0
20,19.78,32,0.637,541.72,92.98,1.054,16.98,1.489,1.694,2.803,0.417,-20.166,21.274,0.001519649047291387,iot,0,0
18,7.05,32,0.782,874.81,230.4,4.874,61.49,6.791,5.643,6.727,0.98,-18.542,23.41,0.0006587089085579026,video,0,0
30,14.95,32,0.482,864.1,184.87,5.141,51.94,5.31,3.522,6.843,0.705,-17.185,23.186,0.0008271870854149883,video,0,0
30,9.0,32,0.609,1050.82,319.44,7.412,69.0,11.674,5.312,7.561,0.865,-20.628,23.289,0.0006209377998714247,video,0,0
30,10.71,32,0.264,1132.99,250.91,5.929,37.33,8.346,3.775,5.211,0.694,-18.52,23.46,0.0007588087862206615,video,0,0
7,13.4,32,0.668,340.76,87.35,1.851,24.41,2.575,4.386,7.867,0.914,-19.756,21.099,0.001596321168854284,iot,0,0
4,17.46,32,0.827,395.28,119.36,1.185,33.49,1.345,3.576,6.728,1.071,-21.081,20.115,0.001964065360873095,iot,0,0
18,4.76,32,0.652,987.0,308.26,5.821,42.48,8.64,5.725,9.12,0.88,-16.652,23.252,0.0010443107998051755,video,0,0
25,10.11,32,0.427,620.96,186.6,7.025,63.15,11.091,2.503,2.385,0.261,-16.4,25.402,0.00034466476956169833,video,0,0
25,9.38,32,0.467,1116.92,171.17,7.025,59.2,6.908,4.645,7.192,0.682,-18.926,24.421,0.0005534112816304572,video,0,0
28,17.32,32,0.246,514.94,248.9,4.77,29.93,6.936,2.122,5.652,0.341,-22.502,22.653,0.0010440663792670463,gaming,0,0
8,9.8,32,0.497,1286.95,192.85,6.023,61.69,6.912,4.486,5.774,1.013,-22.359,24.868,0.0006076730405409674,video,1,0
10,5.02,32,0.608,235.68,67.21,0.896,41.16,1.143,3.233,6.819,0.562,-18.002,24.708,0.000502407143041512,iot,0,0
21,1.33,32,0.32,892.66,189.83,5.02,47.05,4.844,3.87,3.119,0.736,-15.653,22.201,0.000988244590604569,web,0,0
30,3.08,32,0.892,366.86,164.42,2.081,37.92,2.555,3.018,7.052,0.659,-21.074,27.162,0.00021013150572959203,iot,0,0
17,9.64,32,0.729,885.65,334.17,6.545,64.84,6.787,5.127,8.929,0.826,-17.939,26.642,0.00032160293082611566,video,0,0
5,10.63,32,0.231,623.05,202.1,4.959,40.93,6.817,3.221,8.4,0.713,-21.481,28.624,0.000106897107420505,web,0,0
2,11.75,32,0.548,1216.44,332.19,4.306,43.88,5.003,3.924,7.09,1.005,-18.768,32.705,3.405550679634922e-05,video,0,0
19,16.81,32,0.325,658.05,227.1,3.593,22.92,5.57,3.454,7.527,0.149,-17.091,23.401,0.0005957346703413716,web,0,0
6,6.18,32,0.944,1148.19,271.75,8.526,41.96,9.912,4.285,7.917,0.526,-19.886,24.651,0.0006650900533120742,video,0,0
13,8.11,32,0.826,855.08,287.38,2.856,32.06,4.517,5.617,7.793,0.976,-18.711,25.204,0.000570102213794333,web,0,0
20,19.6,32,0.519,549.89,119.27,1.242,32.2,1.758,1.762,4.685,0.199,-17.977,21.408,0.001221034080449228,iot,0,0
10,18.18,32,0.421,698.77,285.9,2.701,16.59,3.423,0.05,3.207,0.01,-19.375,23.202,0.0009459157526224304,web,0,0
4,16.27,32,0.848,372.98,119.64,1.976,21.2,2.312,2.796,5.754,0.492,-21.823,16.067,0.0077634564943328994,iot,0,0
32,10.68,32,0.593,823.79,151.14,3.142,42.54,4.638,4.185,7.297,0.762,-21.261,22.148,0.0012327496019202179,web,0,0
19,6.89,32,0.421,463.93,207.62,2.452,21.37,3.406,1.893,6.572,0.01,-17.425,20.847,0.0014259905638205402,gaming,1,0
17,6.72,32,0.858,1126.27,169.57,4.508,51.59,4.239,4.933,7.562,0.804,-20.367,22.963,0.0009890928478746967,gaming,1,0
8,7.97,32,0.372,963.23,311.4,5.839,69.92,6.557,4.664,9.328,0.818,-14.622,25.436,0.00027455490250202953,video,0,0
7,6.73,32,0.504,211.74,115.34,1.601,17.69,1.7,4.118,6.958,0.744,-16.873,26.36,0.00032966634016917673,iot,0,0
3,9.61,32,0.921,797.02,205.77,4.259,37.28,5.241,4.932,6.166,0.607,-17.102,23.051,0.0011565858335461413,web,0,0
21,17.65,32,0.209,834.09,229.53,2.034,16.96,2.34,2.998,7.675,0.432,-16.498,16.843,0.005650734628546784,web,0,0
31,14.32,32,0.756,1179.23,104.75,5.655,71.49,8.463,3.706,6.679,0.552,-19.074,23.159,0.0011016353921406447,web,0,0
30,17.13,32,0.216,642.44,237.94,5.506,35.83,8.504,4.769,7.38,0.313,-20.245,22.797,0.000537608012014965,video,1,0
26,6.95,32,0.623,708.27,161.72,3.353,33.54,5.196,4.149,6.059,0.444,-15.153,26.768,0.00029539544445751197,web,1,0
6,2.21,32,0.56,685.37,211.93,2.674,22.85,3.674,4.569,8.175,0.996,-18.711,22.982,0.0009076037375841836,web,0,0
31,8.06,32,0.809,584.89,299.06,4.533,49.41,7.418,3.795,6.238,0.639,-18.586,23.816,0.0006232352448038648,gaming,0,0
18,4.87,32,0.343,647.21,69.29,0.909,21.5,0.632,1.959,4.658,0.487,-16.362,24.966,0.0004797124682119432,iot,0,0
15,3.52,32,0.878,989.86,304.44,6.596,59.53,9.205,3.808,6.586,0.604,-18.212,25.373,0.0004927015008745905,video,0,0
4,2.66,32,0.638,878.1,213.35,5.94,52.82,6.843,2.932,3.999,0.712,-16.287,25.219,0.0005404582392365307,web,0,0
23,8.51,32,0.288,909.53,171.95,5.723,63.87,8.478,3.574,3.649,0.658,-17.815,26.074,0.00029425871951511366,video,0,0
27,8.62,32,0.569,983.48,305.31,4.569,42.03,6.62,3.439,6.676,0.923,-16.685,25.633,0.0004935317587000083,video,0,0
3,9.53,32,0.207,963.48,367.16,5.191,33.78,7.088,1.886,4.768,0.494,-22.305,26.901,0.0001850926425153874,video,0,0
19,1.52,32,0.203,333.35,110.42,1.372,27.18,1.76,4.186,7.805,0.42,-17.258,27.144,0.000193059605441558,iot,0,0
3,6.9,32,0.878,494.84,244.25,2.268,36.61,2.878,4.713,8.143,1.127,-13.606,23.4,0.0008458659658929331,web,0,0
4,9.15,32,0.675,787.92,277.06,5.668,38.96,6.068,4.127,6.932,1.032,-17.56,26.728,0.0002968952525027199,video,0,0
10,2.16,32,0.318,1028.88,367.38,3.921,23.67,4.391,0.05,1.426,0.181,-19.145,28.807,0.00013766045094393216,video,0,0
31,2.87,32,0.53,1112.89,200.48,4.565,44.82,4.858,2.781,4.083,0.649,-17.747,27.561,0.00019333834007724123,video,0,0
4,10.38,32,0.329,243.37,122.37,1.138,9.06,1.805,3.064,7.152,0.484,-16.576,23.199,0.0006840782945977644,iot,0,0
12,16.12,32,0.232,842.39,322.67,4.73,39.75,5.005,3.823,8.16,0.518,-19.527,23.353,0.0005284897568977885,video,1,0
10,18.91,32,0.612,393.43,131.41,0.977,22.28,0.569,3.398,7.271,0.823,-22.878,15.692,0.00891515382018153,iot,0,0
3,3.25,32,0.257,875.66,173.13,6.988,47.82,7.267,2.512,4.095,0.871,-16.923,24.78,0.000490356283977724,video,0,0
3,7.32,32,0.817,382.1,89.42,1.975,47.49,1.833,5.266,7.632,1.11,-20.842,24.456,0.0007655395509174735,iot,0,0
15,5.46,32,0.917,1252.43,296.78,6.631,71.37,9.199,6.873,10.002,1.47,-18.656,25.745,0.00040049508712289506,video,1,0
27,3.35,32,0.236,1127.79,158.78,1.769,32.18,2.505,4.454,8.738,0.59,-19.646,26.873,0.00028879726240295845,web,0,0
27,6.79,32,0.308,316.18,96.56,0.42,5.26,0.698,3.661,6.132,0.995,-16.74,22.234,0.0009860524464156612,iot,0,0
19,2.16,32,0.409,455.1,215.03,3.261,28.73,3.825,4.128,6.492,0.849,-13.563,27.924,0.00019090042727471897,gaming,0,0
14,12.25,32,0.478,246.32,70.18,2.089,16.31,2.766,4.342,5.27,0.516,-20.113,19.127,0.0036593617271531054,iot,0,0
6,11.08,32,0.459,1327.7,285.97,7.109,58.8,8.975,3.878,5.809,0.531,-19.752,21.648,0.0010698799650567788,video,0,0
26,2.54,32,0.466,751.29,296.6,2.845,19.33,4.569,3.496,7.976,0.623,-17.837,22.53,0.0012372216803365462,gaming,0,0
18,17.67,32,0.399,1080.91,208.9,2.919,32.86,3.49,3.187,4.403,0.136,-20.737,23.482,0.0007000980387143342,web,0,0
16,8.8,32,0.273,309.59,182.55,3.111,26.04,5.77,3.178,6.506,0.59,-19.017,21.083,0.0013533824379333306,gaming,0,0
27,5.02,32,0.712,1021.09,264.0,4.731,30.92,4.725,5.338,9.584,0.955,-18.059,25.554,0.0003255879542788108,video,0,0
10,13.71,32,0.317,568.92,136.23,1.919,28.41,2.927,3.415,6.081,0.675,-18.301,29.872,9.351853455347175e-05,iot,0,0
16,2.57,32,0.325,519.08,105.0,1.476,10.11,1.271,0.203,2.731,0.312,-17.763,24.327,0.0003758848671451843,iot,0,0
10,3.34,32,0.762,931.84,362.47,7.153,47.01,8.967,5.566,8.406,0.697,-14.612,25.677,0.000475900779518871,video,0,0
16,6.2,32,0.681,606.91,205.38,2.482,23.59,3.023,2.113,6.549,0.26,-17.208,23.123,0.0008127725482209015,web,0,0
10,6.28,32,0.398,824.93,178.05,4.866,45.73,5.397,3.91,5.656,0.646,-15.686,24.319,0.000591279750799815,web,0,0
5,9.64,32,0.526,402.06,113.16,1.181,15.4,1.715,2.347,4.584,0.026,-23.18,26.934,0.0002221719545317275,iot,1,0
21,6.31,32,0.616,704.02,255.9,3.025,35.46,4.64,3.175,6.481,1.029,-19.573,21.639,0.0016846744209758882,gaming,0,0
17,3.61,32,0.655,1059.87,261.7,4.761,42.1,7.476,3.358,5.186,0.433,-17.162,26.485,0.00025261016711088026,video,0,0
12,16.4,32,0.829,336.93,114.54,1.538,23.25,1.706,3.191,8.43,0.536,-21.146,22.135,0.0011503943067635663,iot,0,0
1,18.94,32,0.206,1327.24,249.72,4.859,44.49,5.717,2.999,3.807,0.549,-19.519,20.684,0.0019803412384716765,video,0,0
7,6.69,32,0.805,270.4,121.02,1.399,44.21,2.806,4.214,6.994,0.493,-20.529,28.959,0.00017442022472621954,iot,1,0
29,6.9,32,0.523,1443.14,127.25,3.276,36.53,4.166,5.371,9.396,0.845,-15.794,24.815,0.0004324080431481602,video,0,0
3,4.38,32,0.84,701.77,222.37,4.613,45.73,6.221,5.258,7.764,1.037,-18.921,25.431,0.0005600251920372221,web,0,0
9,14.09,32,0.613,360.53,259.21,5.022,42.57,6.522,4.512,6.819,0.866,-22.029,22.303,0.0011822169125974855,gaming,0,0
28,2.15,32,0.712,537.72,212.74,2.231,50.57,1.83,4.923,7.227,0.648,-16.578,26.587,0.0002831800996668792,web,0,0
13,14.49,32,0.673,948.76,202.75,3.302,25.89,4.652,3.19,4.58,0.591,-19.079,21.261,0.001335534859056979,web,0,0
15,5.06,32,0.52,487.39,186.56,6.242,30.28,8.309,4.22,5.602,0.725,-18.184,24.681,0.0004885496488098343,gaming,0,0
27,8.05,32,0.42,1088.28,395.48,5.01,41.78,7.053,1.708,4.488,0.498,-20.612,25.19,0.0004288942477166563,video,0,0
32,4.16,32,0.744,877.34,251.55,4.026,27.3,5.216,2.985,6.206,0.584,-19.385,20.769,0.0017190295079107724,web,0,0
20,12.83,32,0.435,493.6,281.96,4.819,27.36,6.035,3.824,7.641,0.38,-20.537,24.735,0.0005475628095072237,gaming,0,0
31,12.04,32,0.92,429.68,89.39,0.6,30.79,0.909,4.078,7.752,0.618,-17.571,26.672,0.00027384417261722176,iot,0,0
15,17.17,32,0.869,930.36,220.86,6.244,61.7,9.332,5.508,6.574,1.243,-18.74,22.878,0.0008975579000782551,video,1,0
19,14.95,32,0.823,470.78,185.62,5.547,30.54,6.999,1.988,6.695,0.01,-20.6,20.829,0.0014696621709789132,gaming,0,0
8,18.02,32,0.555,477.93,123.75,1.474,20.29,1.994,1.003,3.355,0.114,-19.76,23.691,0.0007764362561912439,iot,0,0
15,10.11,32,0.624,772.31,230.17,2.246,38.64,2.391,5.118,7.128,0.619,-18.284,22.734,0.0007285955015596592,web,1,0
7,17.19,32,0.227,955.34,247.6,4.138,32.82,4.692,0.532,2.866,0.365,-16.835,20.637,0.0013878766115001323,video,0,0
9,14.42,32,0.67,248.0,76.47,1.582,33.63,2.167,3.587,6.878,0.576,-15.847,23.957,0.0005239231348397885,iot,0,0
4,18.78,32,0.715,801.06,196.91,5.112,53.63,6.128,5.646,6.591,0.779,-21.077,22.395,0.0010962061218816271,web,0,0
19,15.31,32,0.447,471.27,196.57,3.946,39.37,4.482,2.818,6.07,0.875,-18.429,26.129,0.0002279512997655861,gaming,0,0
24,5.32,32,0.629,878.3,165.86,5.23,42.29,5.549,4.306,6.874,0.724,-18.549,24.959,0.00035066303093236444,web,0,0
2,2.68,32,0.622,926.43,336.1,7.087,61.34,10.37,5.344,6.135,0.877,-16.346,27.238,0.0002973129077054672,video,0,0
31,16.17,32,0.596,64.0,114.43,1.652,23.86,2.241,3.412,6.533,0.45,-21.117,26.738,0.00032514004434905635,iot,0,0
28,8.74,32,0.902,1187.96,396.28,7.077,59.65,7.864,5.095,7.032,0.837,-17.533,23.929,0.0009475344261160698,video,0,0
